investor_id,syndicate_id,transaction_amount,transaction_date
77,9,31906.578225213263,2020-10-20
74,19,6901.1798678862115,2022-07-19
19,3,47863.08618952644,2022-06-16
5,12,7904.935009352057,2021-01-15
8,13,30999.662433319987,2022-02-02
4,12,7347.038652333283,2021-04-17
49,9,27445.46362298961,2020-05-09
77,5,43504.24787155624,2020-02-10
38,18,31883.986145234572,2020-10-06
49,13,45520.74762774655,2020-02-09
83,18,33268.66907742941,2022-06-29
52,11,23314.58526632513,2020-05-06
50,17,23876.25111726891,2021-02-02
72,11,11370.23804982743,2021-04-24
91,12,47739.19037686564,2021-06-22
50,3,16235.373734859637,2021-08-06
30,11,20597.348104699417,2021-10-31
4,13,2459.687632340215,2022-05-28
75,18,20012.299425971752,2020-06-25
85,8,6718.582089282369,2020-02-20
66,17,10379.851479938772,2021-08-26
21,11,39687.37697207121,2020-03-05
81,3,24137.313157046607,2021-01-07
43,16,42049.214913246804,2022-05-11
29,12,16819.59637006744,2022-01-19
27,15,19776.60891713671,2020-09-06
88,20,41774.594874074304,2020-09-21
53,10,4313.945098666964,2022-02-22
49,4,41200.700147371674,2022-09-04
67,17,11064.107923470921,2020-03-06
10,1,33091.58872536234,2020-01-09
3,14,27110.605287436967,2021-03-01
90,7,39674.98897445649,2020-01-31
91,5,38558.39580298598,2020-12-07
69,4,29194.796436204244,2021-01-08
11,20,29453.775634191185,2021-07-24
13,18,36983.69034573777,2021-05-13
98,17,30917.599026749744,2021-11-18
38,8,28390.59017528273,2020-04-15
40,12,25387.072302749886,2021-05-17
33,3,47917.980474321455,2020-07-16
34,9,11840.757370789093,2022-01-11
27,9,22417.618037805474,2022-01-25
100,7,21520.582333982045,2022-02-04
90,2,29741.26386139493,2021-11-03
51,5,34505.36343945991,2022-03-23
89,20,11915.784127086506,2021-06-11
83,12,28531.02322863338,2022-03-11
21,6,46099.05099469618,2020-07-25
95,8,12483.007569794332,2020-06-06
29,11,6429.394584833066,2021-12-19
73,10,14682.388313724241,2021-04-14
19,20,28084.296075859907,2022-07-14
26,20,23171.592671941737,2020-04-17
25,19,22578.900520112515,2020-03-09
40,20,33055.72966872678,2020-01-25
29,6,45907.78453857801,2022-07-30
25,14,10107.269981050036,2022-03-17
19,16,18080.10807380123,2020-07-10
68,20,19873.085670366676,2021-11-20
45,13,8515.147007851065,2021-07-28
84,12,44634.732981168694,2021-04-21
46,1,46689.72743011561,2021-08-17
55,15,49961.19200921416,2021-05-21
1,8,12623.195095910827,2022-02-08
11,1,4515.843221307421,2022-02-26
68,2,8270.305089635876,2021-04-23
7,16,41222.41683376891,2020-05-19
92,14,46554.2308347277,2022-04-19
100,12,18439.005756175877,2020-09-14
58,16,48162.31237771325,2022-07-20
71,5,40050.62805156251,2022-01-18
20,11,18321.14317781608,2020-10-27
35,8,42696.692845869766,2021-06-30
51,11,32409.27929260093,2022-08-06
21,12,22877.695557111663,2021-01-04
44,1,23144.353578010538,2020-05-18
1,18,48143.86861425739,2022-01-16
67,13,15358.11898687447,2020-02-19
98,12,33815.04675791214,2020-11-29
13,16,40406.29910218172,2021-02-21
16,3,19883.789166739516,2020-03-20
34,3,23750.210640190624,2021-01-01
24,11,32471.2971132263,2020-11-20
13,5,29801.28008527802,2021-04-12
6,5,36928.06772271758,2021-09-09
39,20,42926.67955030253,2020-10-03
2,13,27545.422590058624,2021-09-10
11,18,48011.56003591579,2020-01-23
7,17,14775.643928716096,2022-03-09
7,16,4271.083133935385,2020-11-25
39,7,19833.332882224473,2021-01-12
76,7,48240.55419824938,2021-06-05
86,17,38432.73486144497,2020-11-27
51,10,10647.70750401554,2022-02-23
52,14,49005.576215599736,2021-08-01
3,10,35418.4496723953,2021-05-05
77,3,40162.56037742438,2020-05-26
30,10,3639.5861051922934,2021-12-24
10,15,36410.21335055941,2020-12-01
73,5,24697.68898331821,2020-03-17
6,1,39951.38956526052,2021-08-25
54,11,36086.82790317282,2021-07-03
66,14,9644.519309266374,2022-08-04
44,12,46017.28237452755,2021-04-09
80,3,29307.616679732626,2022-05-08
63,6,19900.579412563144,2022-02-16
77,8,12157.613461496388,2020-09-13
48,18,39393.42056589061,2020-01-03
77,4,48564.41714810116,2022-07-02
22,16,37040.498308232585,2020-04-22
19,3,30883.317144334153,2020-01-24
90,17,47566.47428326336,2020-04-02
14,20,35867.008407295056,2021-02-09
95,19,23367.159744204862,2022-04-25
93,19,16761.038230746068,2022-01-22
86,11,10246.562945842395,2021-12-15
7,19,43810.35676167535,2022-08-09
49,4,36421.571755902056,2021-01-28
41,18,48925.866765307976,2020-02-23
27,8,4684.96565652324,2021-05-31
31,11,16421.478856861177,2020-09-17
6,15,20916.664560112637,2021-01-26
16,6,48164.575227999456,2021-10-05
64,12,29948.54260808326,2021-02-23
38,20,34324.105418402,2020-12-12
60,11,14272.256065102996,2022-08-16
96,11,13616.927019754206,2022-01-12
97,10,17795.814097134713,2021-04-27
81,4,5115.850416629709,2022-03-21
33,12,47036.26406196599,2020-05-27
63,1,20852.89189414624,2022-09-23
11,7,10824.579252656014,2021-09-23
13,20,17846.887733295574,2020-10-26
94,2,10593.66284668009,2022-06-30
65,13,13536.124638467649,2021-12-03
30,10,38122.20237924134,2021-07-06
91,20,12663.080216311108,2021-09-20
23,12,35243.32813495517,2022-09-19
20,4,30074.910454260058,2022-09-20
6,10,8109.061811311009,2021-11-23
37,9,38421.72204424095,2022-07-04
84,9,42790.75223708795,2020-10-16
6,10,47843.38544622985,2020-07-22
93,14,47990.968121710684,2020-10-10
77,16,35612.16907698853,2021-05-20
27,16,15275.882411431503,2021-04-18
84,5,2857.6717456280476,2020-07-27
13,2,20121.29053508204,2022-06-17
8,6,36923.20380966932,2020-10-22
53,11,47091.29203670143,2020-03-02
81,1,6563.477758019109,2022-06-15
30,20,27569.85507125482,2020-03-10
1,7,24263.91217399677,2020-05-03
88,4,3240.686912287956,2020-11-19
80,17,32883.19358626166,2022-04-12
75,4,43756.40493946748,2021-12-11
4,7,23630.777725509834,2021-05-19
62,10,26640.02040626924,2021-10-22
68,6,9711.703583872071,2022-06-02
17,12,6934.805993571739,2020-05-14
74,18,31078.54432680797,2021-12-16
85,12,36104.09611817683,2020-01-01
57,4,15087.665271210188,2020-01-05
63,15,25473.07481984008,2021-01-02
57,15,47944.91000861158,2021-09-06
49,17,2632.853592356775,2020-11-11
18,4,12554.857407036576,2021-05-07
58,7,6049.609430159439,2022-02-10
10,12,41277.62919595793,2021-07-22
63,7,49619.92927502279,2021-08-12
80,3,8826.721325067872,2021-06-02
79,1,37843.14425095432,2021-03-16
34,2,15081.569769512696,2021-08-13
5,5,17108.48790488152,2021-08-27
17,14,46562.55662922161,2021-01-05
72,9,35913.633722936065,2020-04-30
63,8,40791.650675782,2021-12-22
24,18,23283.310441964455,2020-05-16
92,9,17035.87123719854,2022-08-24
8,6,7777.030570129431,2020-01-17
23,2,31643.530807983938,2021-01-24
99,19,34311.91860917405,2022-03-25
31,11,46589.47402552441,2020-10-08
81,12,7132.542968527022,2020-09-15
28,8,37115.96186141667,2020-05-10
48,11,27780.460799668832,2022-07-27
12,8,23409.1752317355,2021-05-18
88,13,37893.00061679908,2021-05-30
79,20,30756.50024642436,2021-08-30
31,14,6034.967741106267,2020-10-23
91,11,21538.66351428043,2021-08-10
35,4,49787.83948815846,2020-06-30
55,18,38610.20598032802,2021-07-20
82,20,38366.43853068612,2020-12-24
36,6,46188.10064639252,2022-05-05
72,2,36739.88794273555,2020-01-12
60,13,42551.24981291754,2021-10-15
38,8,20653.087289485666,2022-01-29
69,6,20607.088288731284,2022-03-30
54,3,47894.559445815365,2020-01-20
14,17,38117.18836663486,2021-10-09
20,14,24094.457193327453,2020-07-15
9,9,24990.23488681434,2020-08-22
97,8,1812.9468704716928,2020-05-13
82,2,12256.945860614464,2020-08-23
70,2,24093.807216773825,2021-12-02
2,2,15396.138233176634,2020-11-17
30,10,49108.98821223381,2020-04-28
6,5,6660.588795537009,2021-10-11
81,7,25772.341852564892,2020-09-18
41,2,1485.717351140059,2021-08-21
23,19,14353.400976080027,2022-07-29
31,11,11997.11250540467,2021-09-03
20,16,30649.376934468946,2022-06-24
5,4,44473.72833485581,2022-09-13
21,19,28755.731362456747,2021-09-07
75,7,32561.02468782287,2022-07-17
68,1,14716.245723726306,2020-08-15
87,15,16134.457951041508,2021-11-04
61,4,25451.25689669043,2020-08-17
94,6,28859.423510299326,2020-02-02
42,8,27770.117112614313,2022-03-26
41,17,13742.2709819495,2022-01-02
61,12,8152.696132401088,2020-11-18
82,12,19050.245834639783,2020-11-09
52,13,39421.854593633514,2020-05-29
41,3,30210.517967146705,2020-01-22
60,6,9911.778950127718,2020-02-24
95,18,12427.669258650958,2021-08-02
30,15,45305.419142218074,2022-06-22
98,6,20413.204522363976,2021-02-25
95,15,42831.34385796359,2022-04-16
38,18,48896.08377551643,2020-08-28
89,10,18535.497663278362,2020-04-24
17,15,1632.9664554347578,2022-02-01
100,13,36661.648779008785,2020-04-12
40,3,24786.468631393476,2022-05-10
30,4,44483.66899875687,2020-06-08
66,1,9292.225428958194,2022-04-11
24,13,12919.129960418375,2020-06-15
73,13,24110.44505264078,2020-08-30
1,13,7653.013710897281,2022-08-01
88,20,18656.36592199607,2021-08-04
38,1,1762.6225118160453,2021-10-03
64,18,40287.24110848015,2021-09-13
27,3,5934.499997527387,2020-08-14
90,19,30197.039238664307,2021-06-17
90,20,13849.334338165607,2022-03-10
7,5,2470.733591497642,2020-01-18
89,6,6375.062491380824,2020-05-21
80,18,35261.54322582443,2022-07-28
42,7,44662.05340338351,2020-10-17
18,16,3679.2097135892777,2021-07-18
81,2,14790.395566461348,2020-05-25
44,16,20523.153597622728,2020-08-26
70,10,48955.44845472614,2022-05-27
20,14,22690.729430847176,2020-07-01
23,18,41418.182949897615,2021-12-06
12,13,14774.873927279794,2022-08-15
12,14,23940.31566884592,2021-02-22
34,19,41467.220375463454,2021-11-19
8,16,38665.9123950023,2022-09-15
27,3,12689.735260410724,2021-12-26
49,12,13383.156901003871,2020-02-08
72,10,27875.176271486813,2022-08-08
55,19,46962.73523508638,2021-07-27
97,9,6876.468960823243,2021-11-05
